# hp backfill review list (AUREO-1110). Read by `pnpm hp:backfill --review`.
#
# slug<TAB>hp<TAB>source   a width read off the page named (maker page first,
#                          ModularGrid where the maker page states none, or
#                          the entry's own prose where the prose pass found
#                          more than one figure and one of them is this entry)
# slug<TAB>skip<TAB>reason an entry that has no single panel width: a case or
#                          keyboard whose only HP figure is row capacity, a
#                          power supply or busboard, or a system or desktop
#                          unit filed under `modular` that is not a Eurorack
#                          module. These stay without hp and keep showing in
#                          `pnpm dataset:audit` (modular-missing-hp) on purpose.

# --- prose that named more than one width -------------------------------------
intellijel-uvcf	6	https://modulargrid.net/e/intellijel-%C2%B5vcf ("Dimensions 6 HP")
waldorf-nw1-wavetable-module	32	https://modulargrid.net/e/waldorf-nw1 ("Dimensions 32 HP"); the maker page has no width

# --- cases, keyboards and systems: the only HP figure is row capacity ----------
analogue-systems-rs-integrator	skip	complete system; "168hp of module space" is case capacity
arturia-rackbrute-3u	skip	case; 88 HP is row capacity
arturia-rackbrute-6u	skip	case; 176 HP is row capacity
befaco-befaco-7u-case	skip	case; 104HP is row capacity
cre8audio-niftycase	skip	case; 84hp is usable case area
cre8audio-niftykeyz	skip	keyboard case; 112hp is usable case area
intellijel-4u-eurorack-case	skip	case; 104HP is row width
intellijel-4u-palette-eurorack-case	skip	case; 62HP and 104HP are the two row widths
intellijel-7u-audio-jacks-board-v2	skip	case jack board with no panel width
intellijel-7u-performance-case-gen-2	skip	case; 104HP is row width
pittsburgh-modular-lifeforms-systems-301	skip	system; 112hp is free case space
waldorf-kb37	skip	keyboard case; 107HP is module capacity

# --- power supplies and busboards: no front panel ------------------------------
befaco-chikipower	skip	desktop USB-C power supply (54x52x20 mm), no panel
befaco-excalibus	skip	busboard power supply, no panel
befaco-lunchbus	skip	busboard power supply, no panel
intellijel-mini-triple-power-supply-30w-skiffs-3u-6u-busboard	skip	busboard power supply, no panel
intellijel-triple-power-supply-30w-3u-6u-busboard	skip	busboard power supply, no panel
intellijel-triple-power-supply-80w-3u-6u-busboard	skip	busboard power supply, no panel

# --- filed under modular but not a Eurorack module -------------------------------
arp-synthesizers-2500	skip	non-Eurorack modular system (ARP cabinet format)
bastl-instruments-kastle-synth	skip	desktop mini synth, not a Eurorack module
buchla-100-series	skip	non-Eurorack modular system (Buchla format)
buchla-200-series	skip	non-Eurorack modular system (Buchla format)
buchla-200e-series	skip	non-Eurorack modular system (Buchla format)
buchla-400-series	skip	non-Eurorack modular system (Buchla format)
buchla-700-series	skip	non-Eurorack modular system (Buchla format)
chimera-synthesis-bc16	skip	desktop unit, not a Eurorack module
creamware-pulsar	skip	PCI card DSP system, not a Eurorack module
doepfer-a-100	skip	system name for the whole A-100 line, not one module
e-mu-systems-modular-systems	skip	non-Eurorack modular system
eml-electrocomp-200	skip	non-Eurorack modular synthesizer
korg-ms-50	skip	non-Eurorack expander unit
moog-cp-251-control-processor	skip	desktop Moogerfooger-format unit
moog-synthesizer-1c-2c-3c	skip	non-Eurorack modular system (Moog 5U format)
nord-micro-modular	skip	desktop virtual modular, not a Eurorack module
nord-modular	skip	keyboard virtual modular, not a Eurorack module
roland-system-100m	skip	non-Eurorack modular system (Roland 100M format)
roland-system-700	skip	non-Eurorack modular system
rsf-modular-model-11	skip	non-Eurorack modular system
serge-sts-modular	skip	non-Eurorack modular system (Serge 4U panels)
sherman-quad-modular-filter	skip	rack unit, not a Eurorack module
sonicsmith-modular-a1	skip	desktop semi-modular synth, not a Eurorack module
steiner-parker-synthasystem	skip	non-Eurorack modular system
synthesizerscom-portable-systems	skip	non-Eurorack modular system (MU format)
synthesizerscom-rack-mount-systems	skip	non-Eurorack modular system (MU format)
synthesizerscom-studio-systems	skip	non-Eurorack modular system (MU format)
synton-fenix	skip	desktop modular synthesizer, not a Eurorack module
technosaurus-selector	skip	rack unit, not a Eurorack module
wiard-modular-systems	skip	non-Eurorack modular system
after-later-audio-mingles	12	http://www.afterlateraudio.com/products/mingles ("12 HP"); entry's prose was a scraped "Fixed" placeholder, rewritten in this pass
after-later-audio-cloverleaf	14	http://www.afterlateraudio.com/products/cloverleaf ("Width: 14hp"); the prose's 64hp is the Intellijel Palette case it interfaces with
folktek-mescaline-system-v2	skip	three-board system; the prose's "Each module is 44HP" is per board, not one panel

# --- 2026-09-07 pass: widths read off the maker page --------------------------
# The prose pass found no width in these entries' own text. Each value below was
# read from the maker's product page; the quoted fragment is the text it came
# from. Note that a bare hp scan of these pages is not safe: After Later Audio's
# nav carries "7U 104HP Adventure Case" on every page, Herzlich Labs' carries
# "0hp / 1U Standalone", and Intellijel's carries its case widths, so a page
# scan has to anchor on an explicit Width spec rather than any hp mention.
after-later-audio-bartender	24	http://www.afterlateraudio.com/products/bartender (Width spec)
after-later-audio-benjolin-v2	20	http://www.afterlateraudio.com/products/benjolin-v2 (Width spec)
after-later-audio-bleep-bloop-2000	16	http://www.afterlateraudio.com/products/bleep-bloop-2000 (Width spec)
after-later-audio-blend	6	http://www.afterlateraudio.com/products/blend (Width spec)
after-later-audio-bosc	6	http://www.afterlateraudio.com/products/bosc (Width spec)
after-later-audio-canyon	8	http://www.afterlateraudio.com/products/canyon (Width spec)
after-later-audio-cascades	10	http://www.afterlateraudio.com/products/cascades (Width spec)
after-later-audio-cast-iron	4	http://www.afterlateraudio.com/products/cast-iron (Width spec)
after-later-audio-compactor	8	http://www.afterlateraudio.com/products/compactor (Width spec)
after-later-audio-cumulus	18	http://www.afterlateraudio.com/products/cumulus (Width spec)
after-later-audio-currents	14	http://www.afterlateraudio.com/products/currents (Width spec)
after-later-audio-darv	10	http://www.afterlateraudio.com/products/darv (Width spec)
after-later-audio-dice	18	http://www.afterlateraudio.com/products/dice (Width spec)
after-later-audio-dirty-laundry	14	http://www.afterlateraudio.com/products/dirty-laundry (Width spec)
after-later-audio-dual-vca-dvca-1u-intellijel-format	22	http://www.afterlateraudio.com/products/dual-vca-dvca-1u-intellijel-format (Width spec)
after-later-audio-dvca	4	http://www.afterlateraudio.com/products/dvca (Width spec)
after-later-audio-enigma-expander-for-alan-and-benjolin-v2	4	http://www.afterlateraudio.com/products/enigma-expander-for-micro-turing-machine-alan (Width spec)
after-later-audio-ffs	10	http://www.afterlateraudio.com/products/ffs (Width spec)
after-later-audio-flip	14	http://www.afterlateraudio.com/products/flip (Width spec)
after-later-audio-fuse	10	http://www.afterlateraudio.com/products/fuse (Width spec)
after-later-audio-g-t-gates-and-triggers	2	http://www.afterlateraudio.com/products/gt-gates-and-triggers (Width spec)
after-later-audio-g-t-gates-and-triggers-1u-intellijel-format	10	http://www.afterlateraudio.com/products/gt-gates-and-triggers-1u-intellijel-format (Width spec)
after-later-audio-keanu	24	http://www.afterlateraudio.com/products/keanu (Width spec)
after-later-audio-light-rail-pair	8	http://www.afterlateraudio.com/products/light-rail-pair (Width spec)
after-later-audio-merge	4	http://www.afterlateraudio.com/products/merge (Width spec)
after-later-audio-ornate-criminal	10	http://www.afterlateraudio.com/products/ornate-criminal (Width spec)
after-later-audio-qarv	20	http://www.afterlateraudio.com/products/qarv (Width spec)
after-later-audio-sends	24	http://www.afterlateraudio.com/products/sends (Width spec)
after-later-audio-shth	2	http://www.afterlateraudio.com/products/shth (Width spec)
after-later-audio-shth-1u	10	http://www.afterlateraudio.com/products/shth-1u (Width spec)
black-noise-cosmos	14	https://blacknoisemodular.com/products/cosmos (Width spec)
black-noise-dual-buffered-multiple-s	12	https://blacknoisemodular.com/products/dual-buffered-multiples-s (Width spec)
black-noise-dual-combinator	2	https://blacknoisemodular.com/products/dual-combinator (Width spec)
black-noise-dual-combinator-s	12	https://blacknoisemodular.com/products/dc-s (Width spec)
black-noise-dual-rectifier-ii	2	https://blacknoisemodular.com/products/black-noise-dual-rectifier-eurorack-module (Width spec)
black-noise-dual-rectifier-ii-s	10	https://blacknoisemodular.com/products/dual-rectifier-ii-s (Width spec)
black-noise-eclipse	14	https://blacknoisemodular.com/products/eclipse (spec bullet)
black-noise-eg-lfo-ii	4	https://blacknoisemodular.com/products/eg-lfo-ii (Width spec)
black-noise-goma-pro	6	https://blacknoisemodular.com/products/goma-pro (Width spec)
black-noise-pipe	4	https://blacknoisemodular.com/products/black-noise-pipe-eurorack-module (Width spec)
black-noise-pipe-s	14	https://blacknoisemodular.com/products/pipe-s (Width spec)
black-noise-qbi-s	12	https://blacknoisemodular.com/products/qbi-s (Width spec)
black-noise-sallen-key	8	https://blacknoisemodular.com/products/black-noise-sallen-key-eurorack-module (Width spec)
doboz-mix123	4	https://doboz.audio/products/mix123 (Width spec)
doboz-prizma	6	https://doboz.audio/products/prizma (Width spec)
doboz-prizma-diy-kit	17	https://doboz.audio/products/prizma-diy-kit (Width spec)
doboz-t12-3u	17	https://doboz.audio/products/t12-for-eurorack (Width spec)
doboz-t12-diy-kit	17	https://doboz.audio/products/t12-diy-kit (Width spec)
doboz-vco340	8	https://doboz.audio/products/vco340 (Width spec)
herzlich-labs-light-attenuator-0hp-herzlich-lux-ldr-20329	4	https://www.herzlichlabs.com/products/light-attenuator-0hp-herzlich-lux-ldr-20329 (hybrid 0hp/1U heading)
herzlich-labs-passive-high-pass-filter-0hp-herzlich-18131	5	https://www.herzlichlabs.com/products/passive-high-pass-filter-0hp-herzlich-18131 (hybrid 0hp/1U heading)
herzlich-labs-passive-low-pass-filter-0hp-herzlich-00971	5	https://www.herzlichlabs.com/products/passive-low-pass-filter-0hp-herzlich-00971 (hybrid 0hp/1U heading)
herzlich-labs-passive-mixer-0hp-herzlich-plenum-09352	5	https://www.herzlichlabs.com/products/passive-mixer-0hp-herzlich-plenum-09352 (hybrid 0hp/1U heading)
herzlich-labs-passive-multiple-3-outputs-0hp-herzlich-74871	5	https://www.herzlichlabs.com/products/passive-multiple-3-outputs-0hp-herzlich-74871 (hybrid 0hp/1U heading)

# --- 2026-09-07 pass: no width on the maker page ------------------------------
# Fetched and read; the page states no panel width. These stay without hp and
# keep showing in `pnpm dataset:audit` (modular-missing-hp) on purpose, rather
# than being skipped, because a width may appear when the page is updated.
# Guru Gara Synth sells several of its modules as a build-your-own panel in a
# 4/6/8/10/12/14/16HP size selector, so those genuinely have no single width.
# after-later-audio-send-vca	http://www.afterlateraudio.com/products/send-vca
# black-noise-sam-c	https://blacknoisemodular.com/products/sam-c
# der-mann-mit-der-maschine-droid-master18	https://shop.dermannmitdermaschine.de/products/master18
# dspcoffee-dpt-multifunction-electron-temple	https://dsp.coffee/products/product
# dspcoffee-kali	https://dsp.coffee/products/kali
# dspcoffee-yys-bipolar-motion-consolidator	https://dsp.coffee/products/yys-attenuverting-matrix-mixer
# electrosmith-patch-init	https://electro-smith.com/products/patch-init
# electrosmith-patch-submodule	https://electro-smith.com/products/patch-submodule
# guru-gara-synth-3340-vco-eurorack-module	https://www.gurugarasynth.com/products/3340-vco-eurorack-module
# guru-gara-synth-8038-lfo	https://www.gurugarasynth.com/products/8038-low-frequency-oscillator-lfo-eurorack-pcb-front-panel
# guru-gara-synth-808-bass-drum	https://www.gurugarasynth.com/products/808-bass-drum-eurorack-module
# guru-gara-synth-dual-rail-ac-power-supply-pcb-lm317-lm337	https://www.gurugarasynth.com/products/dual-rail-ac-power-supply-pcb-lm317-lm337
# guru-gara-synth-dual-wavefolder	https://www.gurugarasynth.com/products/dual-wavefolder-pcb-and-front-panel
# guru-gara-synth-eurorack-power-supply-bus-board	https://www.gurugarasynth.com/products/eurorack-power-supply-bus-board
# guru-gara-synth-riot-vcf	https://www.gurugarasynth.com/products/riot-vcf
# herzlich-labs-caos-generator	https://www.herzlichlabs.com/products/solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-copy-enclosed-0hp
# herzlich-labs-dual-tachycardia	https://www.herzlichlabs.com/products/dual-tachycardia-passive-dual-gate-to-62960-0hp-w-enclosure
# herzlich-labs-dual-tachycardia-passive-dual-gate-to-62960	https://www.herzlichlabs.com/products/dual-tachycardia-passive-dual-gate-to-62960
# herzlich-labs-dual-tachycardia-passive-dual-gate-to-62960-1u-w-o-enclosure	https://www.herzlichlabs.com/products/dual-tachycardia-passive-dual-gate-to-62960-1u-w-o-enclosure
# herzlich-labs-either-or	https://www.herzlichlabs.com/products/either-or-switched-or-bus-5hp-dual-passive-switched-or-logic
# herzlich-labs-fx-bypass	https://www.herzlichlabs.com/products/fx-bypass-0hp-herzlich-bypass-passive-35979-enclosed-0hp
# herzlich-labs-fx-bypass-0hp-herzlich-bypass-passive-35979	https://www.herzlichlabs.com/products/fx-bypass-0hp-herzlich-bypass-passive-35979
# herzlich-labs-fx-bypass-0hp-herzlich-bypass-passive-35979-no-enclosure-1u	https://www.herzlichlabs.com/products/fx-bypass-0hp-herzlich-bypass-passive-35979-no-enclosure-1u
# herzlich-labs-gate-2-trigger	https://www.herzlichlabs.com/products/gate-2-trigger-0hp-3hp-1u-passive-gate-to-trigger-converter-0hp-w-enclosure
# herzlich-labs-gate-2-trigger-0hp-3hp-1u-passive-gate-to-trigger-converter	https://www.herzlichlabs.com/products/gate-2-trigger-0hp-3hp-1u-passive-gate-to-trigger-converter
# herzlich-labs-gate-2-trigger-0hp-3hp-1u-passive-gate-to-trigger-converter-1u-w-o-enclosure	https://www.herzlichlabs.com/products/gate-2-trigger-0hp-3hp-1u-passive-gate-to-trigger-converter-1u-w-o-enclosure
# herzlich-labs-half-wave-rectifier	https://www.herzlichlabs.com/products/half-wave-rectifier-0hp-herzlich-65768-enclosed-0hp
# herzlich-labs-half-wave-rectifier-0hp-herzlich-65768-no-enclosure-1u	https://www.herzlichlabs.com/products/half-wave-rectifier-0hp-herzlich-65768-no-enclosure-1u
# herzlich-labs-light-attenuator	https://www.herzlichlabs.com/products/light-attenuator-0hp-herzlich-lux-ldr-20329-enclosed-0hp
# herzlich-labs-light-attenuator-0hp-herzlich-lux-ldr-20329-no-enclosure-1u	https://www.herzlichlabs.com/products/light-attenuator-0hp-herzlich-lux-ldr-20329-no-enclosure-1u
# herzlich-labs-omen-lpg	https://www.herzlichlabs.com/products/passive-dual-lpg-with-linked-two-pole-24702
# herzlich-labs-passive-high-pass-filter-0hp-herzlich-18131-no-enclosure-1u	https://www.herzlichlabs.com/products/passive-high-pass-filter-0hp-herzlich-18131-no-enclosure-1u
# herzlich-labs-passive-hpf	https://www.herzlichlabs.com/products/passive-high-pass-filter-0hp-herzlich-18131-enclosed-0hp
# herzlich-labs-passive-low-pass-filter-0hp-herzlich-00971-no-enclosure-1u	https://www.herzlichlabs.com/products/passive-low-pass-filter-0hp-herzlich-00971-no-enclosure-1u
# herzlich-labs-passive-lpf	https://www.herzlichlabs.com/products/passive-low-pass-filter-0hp-herzlich-00971-enclosed-0hp
# herzlich-labs-passive-mixer	https://www.herzlichlabs.com/products/passive-mixer-0hp-herzlich-plenum-09352-enclosed-0hp
# herzlich-labs-passive-mixer-0hp-herzlich-plenum-09352-no-enclosure-1u	https://www.herzlichlabs.com/products/passive-mixer-0hp-herzlich-plenum-09352-no-enclosure-1u
# herzlich-labs-passive-multiple	https://www.herzlichlabs.com/products/passive-multiple-3-outputs-0hp-herzlich-74871-enclosed-0hp
# herzlich-labs-passive-multiple-3-outputs-0hp-herzlich-74871-no-enclosure-1u	https://www.herzlichlabs.com/products/passive-multiple-3-outputs-0hp-herzlich-74871-no-enclosure-1u
# herzlich-labs-passive-slew-limiter-0hp-herzlich-67442	https://www.herzlichlabs.com/products/passive-slew-limiter-0hp-herzlich-67442
# herzlich-labs-passive-slew-limiter-0hp-herzlich-67442-no-enclosure-1u	https://www.herzlichlabs.com/products/passive-slew-limiter-0hp-herzlich-67442-no-enclosure-1u
# herzlich-labs-passive-slew-rate-limiter	https://www.herzlichlabs.com/products/passive-slew-limiter-0hp-herzlich-67442-enclosed-0hp
# herzlich-labs-passive-stereo-lpg	https://www.herzlichlabs.com/products/passive-stereo-lpg-4hp-dual-low-pass-gate
# herzlich-labs-solar-signal-generator	https://www.herzlichlabs.com/products/solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-enclosed-0hp
# herzlich-labs-solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator	https://www.herzlichlabs.com/products/solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator
# herzlich-labs-solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-copy	https://www.herzlichlabs.com/products/solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-copy
# herzlich-labs-solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-copy-no-enclosure-1u	https://www.herzlichlabs.com/products/solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-copy-no-enclosure-1u
# herzlich-labs-solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-no-enclosure-1u	https://www.herzlichlabs.com/products/solar-signal-generator-0hp-14hp-1u-photovoltaic-cv-generator-no-enclosure-1u
# herzlich-labs-stereo-breakout	https://www.herzlichlabs.com/products/stereo-breakout-0hp-herzlich-84452-enclosed-0hp
# herzlich-labs-stereo-bypass	https://www.herzlichlabs.com/products/fx-bypass-input-selector-and-mute-09202
# instruments-of-things-tbd-eurorack-module	https://instrumentsofthings.com/products/tbd
# intellijel-audio-io	https://intellijel.com/shop/legacy/audio-io/

# --- 2026-09-07 pass: prose named several widths, resolved on the page ---------
dspcoffee-txn	2	https://dsp.coffee/products/txn-2hp-panning-mixer ("compresses the original 3HP module into 2HP"); the 3HP is its predecessor
guru-gara-synth-4017-step-sequencer	13	https://www.gurugarasynth.com/products/4017-step-sequencer-eurorack-pcb-front-panel ("Technical Specifications ... Width: 13HP"); a feature bullet on the same page says 12HP, the spec table wins
humble-audio-algo	4	https://www.humble.audio/products/algo ("Width: Quad Operator: 30HP  Algo expander: 4HP"); Algo is the expander
humble-audio-quad-operator	30	https://www.humble.audio/products/quad-operator ("Width: Quad Operator: 30HP  Algo expander: 4HP")
# hampshire-electronics-vulcan-mk2  https://hampshireelectronics.co.uk/products/vulcan-mk-2-polyphonic-analogue-synth-for-eurorack
#   left unsourced: the maker's own page says both "in just 36 HP" and "a compact
#   37 HP Eurorack module", with no spec table to break the tie.
